Tempo;Ocupação;E[N];E[W];Erro Little
48300;0.941458;10.202216;1109.835706;-0.00000000000001065814
48400;0.940404;10.205396;1109.980130;-0.00000000000001598721
48500;0.941335;10.206287;1104.921691;-0.00000000000000532907
48600;0.940637;10.209316;1105.061832;-0.00000000000002131628
48700;0.941236;10.211316;1107.552568;-0.00000000000000888178
48800;0.945051;10.211023;1107.328741;-0.00000000000003552714
48900;0.943118;10.208547;1109.328741;-0.00000000000003552714
49000;0.941194;10.207331;1109.000502;-0.00000000000003019807
49100;0.941647;10.206328;1108.696196;-0.00000000000008171241
49200;0.942782;10.204745;1108.329955;-0.00000000000005506706
49300;0.943747;10.203123;1107.960228;-0.00000000000004085621
49400;0.941837;10.200954;1107.532202;-0.00000000000005506706
49500;0.942467;10.199745;1107.209137;-0.00000000000010302870
49600;0.941459;10.199950;1107.040566;-0.00000000000009414691
49700;0.941920;10.196225;1108.867386;-0.00000000000011013412
49800;0.945187;10.188229;1110.227125;-0.00000000000010302870
49900;0.943293;10.183395;1107.083647;-0.00000000000011368684
50000;0.943840;10.180248;1104.148393;-0.00000000000010125234
50100;0.942981;10.177892;1106.100615;-0.00000000000010302870
50200;0.946365;10.175396;1100.872549;-0.00000000000006927792
50300;0.944483;10.174343;1098.217726;-0.00000000000005861978
50400;0.942609;10.178104;1096.103528;-0.00000000000007638334
50500;0.944043;10.182018;1098.700663;-0.00000000000010835777
50600;0.944177;10.187047;1099.071569;-0.00000000000011191048
50700;0.944741;10.188321;1101.381405;-0.00000000000010835777
50800;0.942881;10.188483;1101.223285;-0.00000000000014210855
50900;0.944295;10.187061;1103.236986;-0.00000000000016875390
51000;0.949126;10.182849;1102.601532;-0.00000000000018651747
51100;0.947269;10.176621;1104.087732;-0.00000000000018474111
51200;0.945419;10.172583;1101.133760;-0.00000000000017763568
51300;0.943576;10.172682;1096.341591;-0.00000000000015809576
51400;0.943579;10.172758;1096.183937;-0.00000000000017230661
51500;0.945211;10.170635;1098.087373;-0.00000000000019717561
51600;0.948427;10.169794;1097.827089;-0.00000000000018829382
51700;0.946593;10.169713;1095.362835;-0.00000000000018118840
51800;0.944765;10.172286;1095.476978;-0.00000000000019362290
51900;0.945680;10.176535;1093.503489;-0.00000000000022026825
52000;0.946887;10.179825;1095.964627;-0.00000000000022915003
52100;0.945069;10.181400;1098.242059;-0.00000000000022737368
52200;0.951805;10.181935;1100.407832;-0.00000000000022382096
52300;0.949985;10.182800;1100.331458;-0.00000000000022204460
52400;0.948172;10.184359;1102.604185;-0.00000000000022204460
52500;0.946366;10.186887;1102.704313;-0.00000000000023980817
52600;0.946989;10.192031;1103.088091;-0.00000000000025934810
52700;0.945192;10.196805;1103.432489;-0.00000000000023803182
52800;0.945873;10.198525;1103.447011;-0.00000000000023980817
52900;0.946981;10.201339;1101.328258;-0.00000000000027355895
53000;0.945194;10.204733;1103.777238;-0.00000000000027355895
53100;0.946041;10.207620;1103.919816;-0.00000000000026290081
53200;0.946009;10.208033;1106.043522;-0.00000000000025401903
53300;0.945824;10.206455;1105.699334;-0.00000000000027000624
53400;0.945631;10.201608;1107.247726;-0.00000000000027533531
53500;0.949715;10.194058;1104.012324;-0.00000000000028421709
53600;0.947943;10.182502;1104.822041;-0.00000000000028421709
53700;0.946178;10.173568;1101.452862;-0.00000000000027178260
53800;0.948381;10.164281;1102.496650;-0.00000000000027533531
53900;0.946621;10.154776;1101.292655;-0.00000000000027711167
54000;0.947276;10.145268;1102.302790;-0.00000000000026112446
54100;0.947415;10.133186;1103.028864;-0.00000000000025579538
54200;0.947447;10.120915;1099.305839;-0.00000000000023980817
54300;0.948202;10.108899;1100.026500;-0.00000000000025046631
54400;0.950707;10.095746;1100.618392;-0.00000000000024158453
54500;0.948963;10.080891;1101.019194;-0.00000000000023803182
54600;0.947225;10.066091;1101.419996;-0.00000000000023803182
54700;0.946923;10.052684;1097.568495;-0.00000000000022559732
54800;0.948916;10.038648;1095.852358;-0.00000000000021138646
54900;0.947188;10.027942;1092.329442;-0.00000000000021671553
55000;0.948578;10.018594;1091.133955;-0.00000000000021138646
55100;0.950438;10.009118;1092.083972;-0.00000000000020605739
55200;0.948716;10.000238;1086.640041;-0.00000000000020250468
55300;0.948340;9.996545;1083.939085;-0.00000000000020250468
55400;0.951083;9.991742;1083.253384;-0.00000000000020605739
55500;0.949369;9.987816;1082.663629;-0.00000000000021138646
55600;0.948819;9.986185;1080.217694;-0.00000000000022915003
55700;0.951224;9.983738;1081.895323;-0.00000000000023270275
55800;0.949519;9.980942;1081.430257;-0.00000000000025757174
55900;0.954509;9.984714;1073.356740;-0.00000000000028066438
56000;0.952805;9.990098;1075.856740;-0.00000000000028066438
56100;0.951107;9.997014;1074.391751;-0.00000000000029132252
56200;0.949414;10.007134;1075.336415;-0.00000000000028776981
56300;0.951085;10.018277;1074.340911;-0.00000000000029132252
56400;0.949399;10.030656;1077.579007;-0.00000000000029309888
56500;0.950513;10.042806;1078.742478;-0.00000000000028776981
56600;0.948834;10.055375;1079.951076;-0.00000000000030020431
56700;0.949096;10.067834;1083.199546;-0.00000000000029132252
56800;0.950937;10.078988;1084.254730;-0.00000000000032684966
56900;0.949265;10.090353;1085.332842;-0.00000000000031796787
57000;0.949228;10.101092;1088.397407;-0.00000000000032684966
57100;0.951171;10.109915;1091.259310;-0.00000000000032507330
57200;0.949508;10.118465;1094.094848;-0.00000000000032507330
57300;0.951813;10.126269;1090.667713;-0.00000000000031619152
57400;0.950155;10.136502;1093.675231;-0.00000000000031619152
57500;0.950147;10.146251;1094.576786;-0.00000000000028776981
57600;0.950680;10.156711;1093.507541;-0.00000000000028244074
57700;0.951619;10.168069;1094.585042;-0.00000000000026467717
57800;0.949973;10.181448;1095.880214;-0.00000000000023270275
57900;0.949881;10.193507;1099.076434;-0.00000000000024336089
58000;0.956147;10.204599;1098.083022;-0.00000000000028776981
58100;0.954501;10.216295;1101.237011;-0.00000000000028954616
58200;0.952861;10.229484;1102.511006;-0.00000000000031086245
58300;0.951227;10.244518;1103.984088;-0.00000000000030375702
58400;0.951243;10.259020;1105.399901;-0.00000000000031086245
58500;0.950347;10.274233;1106.892556;-0.00000000000031796787
58600;0.954292;10.286491;1106.033730;-0.00000000000034283687
58700;0.952666;10.302209;1105.556958;-0.00000000000033928416
58800;0.951046;10.318702;1109.213266;-0.00000000000033928416
58900;0.951809;10.334969;1110.820626;-0.00000000000034994230
59000;0.951029;10.349555;1112.247284;-0.00000000000029132252
59100;0.954221;10.360705;1115.332689;-0.00000000000029665159
59200;0.952610;10.370779;1116.272982;-0.00000000000028421709
59300;0.951003;10.384702;1115.603002;-0.00000000000027355895
59400;0.951787;10.398709;1112.942881;-0.00000000000026112446
59500;0.951229;10.415404;1112.597007;-0.00000000000027000624
59600;0.952275;10.427459;1115.756818;-0.00000000000028954616
59700;0.951442;10.437858;1118.743441;-0.00000000000028776981
59800;0.953714;10.446103;1119.492801;-0.00000000000030020431
59900;0.952122;10.453706;1122.180973;-0.00000000000030198066
60000;0.951749;10.460016;1124.732854;-0.00000000000031619152
60100;0.954623;10.462793;1126.906531;-0.00000000000033750780
60200;0.953037;10.465346;1129.057069;-0.00000000000033750780
60300;0.954476;10.469280;1125.307690;-0.00000000000035882408
60400;0.952895;10.476599;1125.954735;-0.00000000000035704772
60500;0.952307;10.483461;1128.557641;-0.00000000000037125858
60600;0.952661;10.487232;1128.821111;-0.00000000000039257486
60700;0.955526;10.489596;1126.935369;-0.00000000000036237680
60800;0.953954;10.492478;1127.107158;-0.00000000000037303494
60900;0.952388;10.497880;1125.565003;-0.00000000000037658765
61000;0.952651;10.503759;1128.044562;-0.00000000000038014036
61100;0.954607;10.508167;1130.367955;-0.00000000000039435122
61200;0.953048;10.512880;1130.735109;-0.00000000000040500936
61300;0.954403;10.517500;1133.080395;-0.00000000000040145665
61400;0.952849;10.522267;1133.451262;-0.00000000000043343107
61500;0.952879;10.525412;1135.636565;-0.00000000000042277293
61600;0.953316;10.525423;1137.484310;-0.00000000000039079850
61700;0.957878;10.524520;1135.249778;-0.00000000000042810200
61800;0.956328;10.523671;1136.998030;-0.00000000000042632564
61900;0.954783;10.524668;1133.003424;-0.00000000000038546943
62000;0.953243;10.528661;1135.264293;-0.00000000000038191672
62100;0.954792;10.530132;1135.279836;-0.00000000000041566750
62200;0.953257;10.530887;1137.189559;-0.00000000000041744386
62300;0.954156;10.527577;1136.686365;-0.00000000000037303494
62400;0.953657;10.522876;1136.033654;-0.00000000000034283687
62500;0.953863;10.517053;1131.352553;-0.00000000000031263880
62600;0.958379;10.515643;1127.190552;-0.00000000000025401903
62700;0.956851;10.516416;1129.074114;-0.00000000000025401903
62800;0.955327;10.517215;1129.027519;-0.00000000000021671553
62900;0.953808;10.520720;1129.271811;-0.00000000000020428104
63000;0.955628;10.522253;1129.304851;-0.00000000000019539925
63100;0.954114;10.526626;1127.725095;-0.00000000000012434498
63200;0.965920;10.528922;1129.758740;-0.00000000000012256862
63300;0.964394;10.529018;1129.638674;-0.00000000000017763568
63400;0.962873;10.529785;1129.591106;-0.00000000000012967405
63500;0.961357;10.533597;1129.870609;-0.00000000000009237056
63600;0.959845;10.538173;1130.232368;-0.00000000000011723955
63700;0.958338;10.544570;1128.889312;-0.00000000000006039613
63800;0.956836;10.553121;1131.578387;-0.00000000000006039613
63900;0.955339;10.561645;1134.267463;-0.00000000000006217249
64000;0.956820;10.570378;1135.074113;-0.00000000000010658141
64100;0.955328;10.578848;1137.758677;-0.00000000000010658141
64200;0.954920;10.586886;1138.489301;-0.00000000000015987212
64300;0.956754;10.593582;1139.075811;-0.00000000000013322676
64400;0.955269;10.600451;1139.681205;-0.00000000000010480505
64500;0.955300;10.606649;1138.317535;-0.00000000000005861978
64600;0.956183;10.612627;1136.941514;-0.00000000000011191048
64700;0.958480;10.618525;1137.447943;-0.00000000000009947598
64800;0.957001;10.626428;1136.291290;-0.00000000000006572520
64900;0.955526;10.636635;1133.526468;-0.00000000000006750156
65000;0.955448;10.646856;1134.501014;-0.00000000000011191048
65100;0.955489;10.654795;1137.093719;-0.00000000000012079227
65200;0.955432;10.661506;1135.833623;-0.00000000000011546319
65300;0.956068;10.668182;1138.288100;-0.00000000000013322676
65400;0.956656;10.673877;1140.639752;-0.00000000000010302870
65500;0.958006;10.678556;1141.020216;-0.00000000000007460699
65600;0.956546;10.683802;1141.461609;-0.00000000000007815970
65700;0.957290;10.690931;1142.104306;-0.00000000000005506706
65800;0.955835;10.697479;1144.543330;-0.00000000000005684342
65900;0.956587;10.702520;1146.822824;-0.00000000000003907985
66000;0.956628;10.708064;1143.579700;-0.00000000000002309264
66100;0.957934;10.714867;1144.188543;-0.00000000000001065814
66200;0.956487;10.721747;1144.805920;-0.00000000000001776357
66300;0.956752;10.728614;1147.269511;-0.00000000000000355271
66400;0.961657;10.734294;1147.757002;-0.00000000000000532907
66500;0.960211;10.741840;1144.763388;-0.00000000000005506706
66600;0.958769;10.755661;1142.467320;-0.00000000000006750156
66700;0.957331;10.771528;1144.046039;-0.00000000000006572520
66800;0.958397;10.787768;1147.488665;-0.00000000000007815970
66900;0.956964;10.803033;1150.832615;-0.00000000000007993606
67000;0.959986;10.817999;1152.314712;-0.00000000000011901591
67100;0.958555;10.835096;1152.194805;-0.00000000000011723955
67200;0.957129;10.853198;1155.839813;-0.00000000000011546319
67300;0.959540;10.869716;1157.487123;-0.00000000000010480505
67400;0.958116;10.886229;1160.968136;-0.00000000000010480505
67500;0.956978;10.903315;1162.675794;-0.00000000000012612134
67600;0.957428;10.918310;1165.999602;-0.00000000000015987212
67700;0.957664;10.932404;1167.387671;-0.00000000000020250468
67800;0.959076;10.946396;1170.608242;-0.00000000000022026825
67900;0.957664;10.959729;1173.762817;-0.00000000000022204460
68000;0.959267;10.972043;1176.812213;-0.00000000000018651747
68100;0.957859;10.986200;1174.505855;-0.00000000000021493918
68200;0.958466;11.001954;1176.070920;-0.00000000000017763568
68300;0.957497;11.014767;1179.167104;-0.00000000000016164847
68400;0.957689;11.025477;1180.191885;-0.00000000000014566126
68500;0.959805;11.035692;1181.163937;-0.00000000000014566126
68600;0.958406;11.045844;1183.976437;-0.00000000000014388490
68700;0.957893;11.056032;1184.944432;-0.00000000000017763568
68800;0.958485;11.064892;1187.620252;-0.00000000000014743762
68900;0.957865;11.074158;1188.488345;-0.00000000000016164847
69000;0.958470;11.083836;1185.712651;-0.00000000000019717561
69100;0.958595;11.094635;1186.748127;-0.00000000000022026825
69200;0.959799;11.106997;1186.117539;-0.00000000000021493918
69300;0.958414;11.119829;1189.203959;-0.00000000000021493918
69400;0.959711;11.131239;1190.305059;-0.00000000000025401903
69500;0.958330;11.142561;1193.232640;-0.00000000000025401903
69600;0.961331;11.156363;1189.100884;-0.00000000000016697754
69700;0.959952;11.171921;1192.469950;-0.00000000000016520119
69800;0.958576;11.187515;1194.019185;-0.00000000000014566126
69900;0.959881;11.203790;1195.641130;-0.00000000000014033219
70000;0.958509;11.222435;1190.258223;-0.00000000000011546319
70100;0.960342;11.243567;1194.203101;-0.00000000000012434498
70200;0.958974;11.264588;1198.142495;-0.00000000000012434498
70300;0.958709;11.284523;1201.972691;-0.00000000000015276669
70400;0.959131;11.303585;1203.891617;-0.00000000000015099033
70500;0.958849;11.321968;1205.738315;-0.00000000000011546319
70600;0.959104;11.337189;1209.071821;-0.00000000000011901591
70700;0.961955;11.351149;1212.275251;-0.00000000000010125234
70800;0.960596;11.364777;1215.447457;-0.00000000000010125234
70900;0.959241;11.379588;1215.079463;-0.00000000000008171241
71000;0.959305;11.395326;1216.643822;-0.00000000000004085621
71100;0.959239;11.409636;1216.229615;-0.00000000000006217249
71200;0.959877;11.424701;1217.722654;-0.00000000000007105427
71300;0.959619;11.438903;1217.304143;-0.00000000000009237056
71400;0.960772;11.452186;1220.427012;-0.00000000000006394885
71500;0.959429;11.464141;1223.412086;-0.00000000000006572520
71600;0.961603;11.473224;1224.266565;-0.00000000000003019807
71700;0.960262;11.484507;1221.719840;-0.00000000000001421085
71800;0.961442;11.497185;1224.774315;-0.00000000000001598721
71900;0.960105;11.509569;1225.982270;0.00000000000001065814
72000;0.960732;11.522494;1227.247840;-0.00000000000000177636
72100;0.960470;11.533984;1230.177859;0.00000000000003730349
72200;0.962184;11.547045;1227.830114;0.00000000000008348877
72300;0.960853;11.560120;1230.922897;0.00000000000008348877
72400;0.960485;11.574579;1230.542582;0.00000000000007105427
72500;0.962722;11.589811;1228.452176;0.00000000000007993606
72600;0.961395;11.606905;1231.960948;0.00000000000007815970
72700;0.960073;11.625097;1233.787702;0.00000000000008171241
72800;0.960299;11.641912;1237.271855;0.00000000000008171241
72900;0.960822;11.656168;1240.488530;0.00000000000007638334
73000;0.961146;11.669159;1241.761833;0.00000000000006750156
73100;0.960435;11.683078;1239.525444;0.00000000000008526513
73200;0.960564;11.696633;1240.860233;0.00000000000007993606
73300;0.960356;11.708835;1242.051495;0.00000000000011191048
73400;0.960689;11.718796;1244.804140;0.00000000000010302870
73500;0.962185;11.727648;1247.441624;0.00000000000010302870
73600;0.960878;11.736171;1250.046545;0.00000000000010302870
73700;0.962644;11.745138;1249.086102;0.00000000000015276669
73800;0.961340;11.755020;1250.029502;0.00000000000019007018
73900;0.962753;11.765853;1249.276582;0.00000000000017941204
74000;0.961452;11.776980;1252.150145;0.00000000000017941204
74100;0.963644;11.787475;1254.959634;0.00000000000019007018
74200;0.962345;11.797691;1255.937835;0.00000000000017941204
74300;0.961050;11.808730;1258.807276;0.00000000000017941204
74400;0.961068;11.818584;1261.553312;0.00000000000013500312
74500;0.962561;11.827035;1264.152231;0.00000000000010835777
74600;0.961271;11.836267;1265.022195;0.00000000000009769963
74700;0.961780;11.845219;1265.862508;0.00000000000017408297
74800;0.961977;11.851482;1268.227227;0.00000000000015099033
74900;0.961945;11.856538;1270.464494;0.00000000000013500312
75000;0.963014;11.861184;1270.841098;0.00000000000006572520
75100;0.961732;11.867512;1267.781131;0.00000000000006039613
75200;0.961421;11.875396;1268.508209;0.00000000000008171241
75300;0.961390;11.880776;1267.170635;0.00000000000001598721
75400;0.961640;11.883766;1269.172740;-0.00000000000002664535
75500;0.961735;11.884989;1270.986801;0.00000000000001953993
75600;0.961890;11.884069;1272.571726;0.00000000000003552714
75700;0.961612;11.881532;1272.180971;-0.00000000000004263256
75800;0.965857;11.876101;1271.480915;0.00000000000001776357
75900;0.964585;11.869677;1272.469616;0.00000000000001776357
76000;0.963316;11.864088;1271.749896;0.00000000000002131628
76100;0.962050;11.859010;1272.878246;0.00000000000002309264
76200;0.962869;11.853331;1272.146186;0.00000000000003197442
76300;0.962327;11.848698;1271.526893;0.00000000000000888178
76400;0.962969;11.843119;1269.024255;0.00000000000003907985
76500;0.962584;11.838973;1268.461369;0.00000000000004085621
76600;0.962330;11.833182;1269.498283;0.00000000000002842171
76700;0.966835;11.825908;1266.825630;0.00000000000007993606
76800;0.965576;11.820386;1266.116705;0.00000000000010658141
76900;0.964320;11.817376;1262.161462;0.00000000000014743762
77000;0.963068;11.817732;1260.339822;0.00000000000016875390
77100;0.965419;11.818801;1262.090796;0.00000000000016164847
77200;0.964169;11.819637;1262.069157;0.00000000000015454305
77300;0.962921;11.821376;1262.144100;0.00000000000017053026
77400;0.967014;11.824814;1260.661937;0.00000000000011191048
77500;0.965766;11.831134;1259.495742;0.00000000000016342483
77600;0.964522;11.838464;1258.444972;0.00000000000015276669
77700;0.963281;11.847681;1261.047711;0.00000000000015099033
77800;0.963111;11.856294;1263.588610;0.00000000000018296475
77900;0.963438;11.863385;1265.969472;0.00000000000021316282
78000;0.965058;11.870480;1264.887160;0.00000000000018474111
78100;0.963822;11.877047;1267.209565;0.00000000000018474111
78200;0.964315;11.883375;1269.508044;0.00000000000017230661
78300;0.963084;11.888632;1271.693836;0.00000000000016875390
78400;0.964097;11.892508;1270.262406;0.00000000000017585933
78500;0.963652;11.898642;1269.080650;0.00000000000020605739
78600;0.963158;11.904555;1271.328814;0.00000000000019362290
78700;0.964995;11.908674;1271.658919;0.00000000000022382096
78800;0.963771;11.913365;1272.050378;0.00000000000021316282
78900;0.966292;11.918356;1272.474026;0.00000000000019539925
79000;0.965068;11.923723;1272.938001;0.00000000000020961011
79100;0.963848;11.930205;1273.521206;0.00000000000019184654
79200;0.965233;11.937217;1275.880665;0.00000000000016697754
79300;0.964016;11.945548;1274.942038;0.00000000000019895197
79400;0.963575;11.954913;1274.120915;0.00000000000025046631
79500;0.967498;11.963479;1273.221625;0.00000000000022382096
79600;0.966282;11.972319;1275.765132;0.00000000000022204460
79700;0.965070;11.983572;1275.154456;0.00000000000021316282
79800;0.963861;11.994871;1277.958194;0.00000000000021138646
79900;0.964404;12.006139;1279.054032;0.00000000000021138646
80000;0.967361;12.017078;1280.114799;0.00000000000020250468
80100;0.966153;12.028712;1279.548244;0.00000000000020072832
80200;0.964949;12.043045;1280.971049;0.00000000000020783375
80300;0.966933;12.058371;1282.499605;0.00000000000022382096
80400;0.965730;12.073224;1285.678412;0.00000000000022559732
80500;0.964531;12.088040;1288.857220;0.00000000000022382096
80600;0.964028;12.103588;1288.704351;0.00000000000024691360
80700;0.964909;12.118273;1290.164381;0.00000000000025224267
80800;0.965527;12.131445;1293.167199;0.00000000000023980817
80900;0.964334;12.143643;1296.069574;0.00000000000023625546
81000;0.964214;12.154001;1298.778522;0.00000000000023980817
81100;0.964683;12.162009;1299.524239;0.00000000000018829382
81200;0.966831;12.170156;1298.576411;0.00000000000017053026
81300;0.965641;12.179164;1297.727430;0.00000000000018118840
81400;0.964455;12.190000;1300.479724;0.00000000000017941204
81500;0.965950;12.199011;1303.039830;0.00000000000016342483
81600;0.964766;12.208628;1300.553626;0.00000000000015631940
81700;0.965037;12.218769;1299.835202;0.00000000000018118840
81800;0.964887;12.230577;1299.300238;0.00000000000017941204
81900;0.964755;12.241120;1300.321354;0.00000000000019717561
82000;0.964611;12.251794;1301.356388;0.00000000000017408297
82100;0.965958;12.259806;1303.795378;0.00000000000015809576
82200;0.964782;12.265572;1305.997451;0.00000000000015809576
82300;0.966238;12.269784;1308.035242;0.00000000000014743762
82400;0.965065;12.273097;1309.978247;0.00000000000014921397
82500;0.964990;12.275771;1310.156680;0.00000000000010658141
82600;0.965487;12.275322;1308.311738;0.00000000000007460699
82700;0.965730;12.274464;1308.116241;0.00000000000009592327
82800;0.965177;12.273225;1307.880393;0.00000000000013145041
82900;0.965528;12.270780;1309.199022;0.00000000000010658141
83000;0.966249;12.268635;1308.864664;0.00000000000013500312
83100;0.965087;12.265905;1310.150011;0.00000000000013500312
83200;0.965847;12.262060;1311.315393;0.00000000000014566126
83300;0.965337;12.257521;1312.405507;0.00000000000012612134
83400;0.966108;12.249696;1313.142266;0.00000000000015276669
83500;0.967134;12.240791;1313.760956;0.00000000000015454305
83600;0.965977;12.231522;1312.651136;0.00000000000015276669
83700;0.966336;12.222448;1313.246322;0.00000000000013855583
83800;0.967092;12.213468;1308.808970;0.00000000000013322676
83900;0.965939;12.206062;1309.576234;0.00000000000013145041
84000;0.965955;12.198591;1308.661101;0.00000000000015631940
84100;0.966340;12.190723;1307.703781;0.00000000000014210855
84200;0.966174;12.183313;1305.133573;0.00000000000012789769
84300;0.966682;12.175502;1305.845778;0.00000000000010658141
84400;0.965743;12.166991;1306.480927;0.00000000000009414691
84500;0.967528;12.156789;1305.271471;0.00000000000011191048
84600;0.966385;12.146183;1302.366351;0.00000000000013855583
84700;0.966564;12.137542;1301.328858;0.00000000000012256862
84800;0.966486;12.127483;1301.785528;0.00000000000011368684
84900;0.965968;12.116099;1300.451030;0.00000000000011013412
85000;0.967041;12.103871;1299.026521;0.00000000000007460699
85100;0.965905;12.093777;1296.196962;0.00000000000004440892
85200;0.970817;12.082606;1291.641199;-0.00000000000000888178
85300;0.969679;12.073240;1290.535512;-0.00000000000006750156
85400;0.968544;12.064985;1289.549135;-0.00000000000006750156
85500;0.967411;12.058599;1288.762810;-0.00000000000006572520
85600;0.966281;12.052690;1289.637810;-0.00000000000006572520
85700;0.967968;12.045407;1290.364243;-0.00000000000003730349
85800;0.966840;12.037220;1289.380165;-0.00000000000003197442
85900;0.967445;12.029896;1288.488882;-0.00000000000004440892
86000;0.966320;12.021909;1287.526971;-0.00000000000006927792
86100;0.966825;12.013502;1288.122700;-0.00000000000010125234
86200;0.967986;12.004257;1287.023551;-0.00000000000018118840
86300;0.966865;11.994817;1284.308565;-0.00000000000022559732
86400;0.969344;11.986599;1281.735343;-0.00000000000034106051
86500;0.968223;11.981008;1279.453357;-0.00000000000032507330
86600;0.967105;11.976411;1280.441012;-0.00000000000032329694
86700;0.967565;11.971355;1281.378383;-0.00000000000030730973
86800;0.967593;11.966652;1280.771105;-0.00000000000035527137
86900;0.971816;11.961838;1280.152333;-0.00000000000034283687
87000;0.970699;11.956134;1281.014402;-0.00000000000034461323
87100;0.969584;11.950444;1281.876471;-0.00000000000034283687
87200;0.968473;11.945505;1281.239928;-0.00000000000034816594
87300;0.967363;11.941698;1280.725144;-0.00000000000033573144
87400;0.966747;11.937530;1281.744648;-0.00000000000036770587
87500;0.967388;11.930708;1282.477820;-0.00000000000035704772
87600;0.969970;11.922218;1281.455611;-0.00000000000031263880
87700;0.968864;11.913994;1280.462376;-0.00000000000027000624
87800;0.967761;11.906231;1279.519060;-0.00000000000028244074
87900;0.967457;11.900240;1278.766673;-0.00000000000022915003
88000;0.968769;11.892938;1279.435853;-0.00000000000021849189
88100;0.967669;11.885114;1280.047100;-0.00000000000021671553
88200;0.967197;11.876849;1280.608953;-0.00000000000018829382
88300;0.967232;11.866125;1280.903273;-0.00000000000016875390
88400;0.966789;11.853683;1281.009244;-0.00000000000017230661
88500;0.970108;11.841443;1276.452714;-0.00000000000017763568
88600;0.969013;11.831464;1276.818122;-0.00000000000017763568
88700;0.967920;11.821507;1277.183530;-0.00000000000017941204
88800;0.966830;11.812261;1274.518517;-0.00000000000019007018
88900;0.967135;11.804475;1272.021651;-0.00000000000016697754
89000;0.971280;11.795173;1272.448972;-0.00000000000027533531
89100;0.970190;11.784180;1272.691396;-0.00000000000027355895
89200;0.969102;11.773211;1272.933820;-0.00000000000027533531
89300;0.968017;11.762267;1273.176244;-0.00000000000027355895
89400;0.966934;11.751347;1273.418669;-0.00000000000027355895
89500;0.966271;11.739502;1273.558057;-0.00000000000021138646
89600;0.965193;11.726400;1273.558057;-0.00000000000020961011
89700;0.965122;11.713718;1270.520610;-0.00000000000025934810
89800;0.964961;11.701561;1269.082383;-0.00000000000021849189
89900;0.963888;11.689184;1269.151720;-0.00000000000019184654
90000;0.963821;11.676601;1267.664809;-0.00000000000022382096
90100;0.962752;11.664240;1267.729871;-0.00000000000020428104
90200;0.961684;11.651309;1267.729871;-0.00000000000020428104
90300;0.961718;11.639266;1266.296067;-0.00000000000026645353
90400;0.963353;11.626698;1264.805621;-0.00000000000025224267
90500;0.962288;11.615924;1263.510910;-0.00000000000023803182
90600;0.961226;11.606198;1260.817141;-0.00000000000028776981
90700;0.961953;11.598737;1256.876286;-0.00000000000019007018
90800;0.961141;11.593280;1256.169198;-0.00000000000014743762
90900;0.961097;11.586197;1256.784380;-0.00000000000016342483
91000;0.961237;11.577563;1255.730890;-0.00000000000010125234
91100;0.961844;11.567736;1253.056758;-0.00000000000011191048
91200;0.961880;11.557316;1251.813782;-0.00000000000012079227
91300;0.962149;11.549266;1244.920919;-0.00000000000024868996
91400;0.961178;11.542228;1244.056197;-0.00000000000023803182
91500;0.962022;11.534835;1241.691086;-0.00000000000025401903
91600;0.961281;11.529883;1239.597711;-0.00000000000026112446
91700;0.961797;11.523824;1238.844846;-0.00000000000017230661
91800;0.961366;11.516145;1239.369400;-0.00000000000018296475
91900;0.961872;11.505564;1238.127976;-0.00000000000009414691
92000;0.961139;11.493897;1236.770194;-0.00000000000009237056
92100;0.960095;11.481604;1236.790288;-0.00000000000014566126
92200;0.959054;11.469151;1236.790288;-0.00000000000014210855
92300;0.958015;11.456725;1236.790288;-0.00000000000014210855
92400;0.956978;11.444326;1236.790288;-0.00000000000014388490
92500;0.956194;11.432203;1235.372455;-0.00000000000010658141
92600;0.955658;11.420010;1233.947369;-0.00000000000009414691
92700;0.954627;11.408034;1233.984584;-0.00000000000012434498
92800;0.953606;11.395749;1232.547247;-0.00000000000013855583
92900;0.953912;11.384375;1228.348907;-0.00000000000004618528
93000;0.953280;11.373093;1227.027388;-0.00000000000000532907
93100;0.953940;11.361518;1225.674730;-0.00000000000004085621
93200;0.952917;11.350417;1224.373712;-0.00000000000002309264
93300;0.952305;11.338935;1224.447448;-0.00000000000001243450
93400;0.952836;11.327928;1220.332697;0.00000000000001776357
93500;0.953323;11.317358;1217.690453;0.00000000000004796163
93600;0.952373;11.307331;1217.912803;0.00000000000005861978
93700;0.951970;11.295877;1216.578936;0.00000000000010658141
93800;0.950955;11.283834;1216.578936;0.00000000000010302870
93900;0.949942;11.271818;1216.578936;0.00000000000010480505
94000;0.948983;11.259878;1215.187735;0.00000000000007993606
94100;0.949657;11.247952;1213.798450;0.00000000000007638334
94200;0.948649;11.237571;1212.576388;0.00000000000007460699
94300;0.949732;11.228040;1211.446393;0.00000000000012789769
94400;0.948726;11.218264;1211.675226;0.00000000000012789769
94500;0.949615;11.209058;1209.196285;0.00000000000020783375
94600;0.948611;11.200380;1209.538750;0.00000000000020605739
94700;0.949671;11.190986;1209.801820;0.00000000000024158453
94800;0.948669;11.181291;1210.030130;0.00000000000024336089
94900;0.948460;11.170834;1210.173671;0.00000000000026645353
95000;0.948354;11.160740;1206.223346;0.00000000000028421709
95100;0.948699;11.152201;1205.198118;0.00000000000031441516
95200;0.949008;11.143038;1205.474107;0.00000000000025579538
