Tempo;Ocupação;E[N];E[W];Erro Little;Lambda
26400;0,856188;6,376311;637,631126;-1,77636E-15;0,01
26500;0,853977;6,4114;641,139987;-5,32907E-15;0,01
26600;0,858594;6,448204;637,629123;-3,55271E-15;0,010113
26700;0,855378;6,491469;644,320573;-4,44089E-15;0,010075
26800;0,855711;6,533418;648,502227;-9,76996E-15;0,010075
26900;0,856721;6,578299;650,574395;-1,24345E-14;0,010112
27000;0,857338;6,618689;654,595574;-8,8818E-16;0,010111
27100;0,856596;6,660016;656,314273;6,21725E-15;0,010148
27200;0,862677;6,698701;660,161831;-2,66454E-15;0,010147
27300;0,859517;6,745941;657,729238;5,32907E-15;0,010256
27400;0,862313;6,798841;665,315173;-9,76996E-15;0,010219
27500;0,859177;6,855986;666,21771;-2,66454E-15;0,010291
27600;0,86752;6,911858;671,715816;-7,99361E-15;0,01029
27700;0,864388;6,969938;679,814408;-8,88178E-15;0,010253
27800;0,861279;7,028884;683,227216;-3,55271E-15;0,010288
27900;0,865619;7,091052;691,749453;3,55271E-15;0,010251
28000;0,862527;7,151809;695,314789;0;0,010286
28100;0,863754;7,219349;701,950521;-8,8818E-16;0,010285
28200;0,871546;7,286293;708,529205;-6,21725E-15;0,010284
28300;0,868466;7,354044;712,737835;6,21725E-15;0,010318
28400;0,865408;7,429181;717,648822;-1,77636E-15;0,010352
28500;0,873988;7,508603;725,407443;3,55271E-15;0,010351
28600;0,870932;7,587245;735,576935;1,953993E-14;0,010315
28700;0,867897;7,666768;743,365654;1,776357E-14;0,010314
28800;0,864884;7,749974;751,512604;1,865175E-14;0,010313
28900;0,866436;7,830229;759,374583;5,32907E-15;0,010311
29000;0,869536;7,904558;766,662797;-1,598721E-14;0,01031
29100;0,866548;7,975841;773,656559;-1,509903E-14;0,010309
29200;0,882538;8,04268;782,8209;-2,131628E-14;0,010274
29300;0,879526;8,107381;791,8209;-2,131628E-14;0,010239
29400;0,876535;8,174927;798,481225;-1,953993E-14;0,010238
29500;0,873563;8,245607;802,790144;-1,598721E-14;0,010271
29600;0,870612;8,319102;812,691134;-1,598721E-14;0,010236
29700;0,872138;8,391844;819,861057;-3,55271E-15;0,010236
29800;0,875589;8,460874;829,388335;7,10543E-15;0,010201
29900;0,872661;8,531093;833,593752;-7,10543E-15;0,010234
30000;0,871552;8,604865;840,86628;-2,4869E-14;0,010233
30100;0,876235;8,673461;847,63368;-1,953993E-14;0,010233
30200;0,873333;8,738262;854,030747;-1,77636E-15;0,010232
30300;0,876322;8,80859;858,20029;5,32907E-15;0,010264
30400;0,873439;8,878299;867,846592;3,55271E-15;0,01023
30500;0,87297;8,947542;874,679566;-1,77636E-15;0,01023
30600;0,875418;9,007859;883,463091;3,55271E-15;0,010196
30700;0,873348;9,065451;892,017117;8,88178E-15;0,010163
30800;0,876229;9,116836;891,423969;3,197442E-14;0,010227
30900;0,877942;9,170881;899,619711;1,421085E-14;0,010194
31000;0,87511;9,223182;904,805781;3,55271E-15;0,010194
31100;0,875747;9,276308;910,073081;-3,375078E-14;0,010193
31200;0,876327;9,33;912,526693;-2,131628E-14;0,010224
31300;0,880075;9,386013;912,367097;-1,598721E-14;0,010288
31400;0,877272;9,448067;918,480779;-1,421085E-14;0,010287
31500;0,876945;9,508237;927,27384;0;0,010254
31600;0,892617;9,562713;932,659643;-4,618528E-14;0,010253
31700;0,889801;9,614565;940,684335;-4,796163E-14;0,010221
31800;0,887003;9,669551;943,226097;-5,329071E-14;0,010252
31900;0,884222;9,727013;951,815054;-5,329071E-14;0,010219
32000;0,881459;9,787864;954,913523;-7,283063E-14;0,01025
32100;0,878713;9,853544;961,394433;-7,81597E-14;0,010249
32200;0,88776;9,912835;967,252402;-9,592327E-14;0,010248
32300;0,885011;9,976735;967,713368;-7,993606E-14;0,01031
32400;0,88228;10,047511;971,759315;-1,0835777E-13;0,01034
32500;0,88601;10,120345;981,82447;-1,1013412E-13;0,010308
32600;0,883292;10,189941;985,733128;-9,414691E-14;0,010337
32700;0,881673;10,262421;995,789847;-8,171241E-14;0,010306
32800;0,884304;10,330766;1002,512207;-9,05942E-14;0,010305
32900;0,882274;10,399638;1012,272462;-7,993606E-14;0,010274
33000;0,886982;10,463418;1015,567019;-7,638334E-14;0,010303
33100;0,884303;10,532614;1022,373976;-6,750156E-14;0,010302
33200;0,884206;10,602221;1032,23972;-5,684342E-14;0,010271
33300;0,883443;10,668436;1038,76873;-8,526513E-14;0,01027
33400;0,883894;10,732196;1042,021352;-5,329071E-14;0,010299
33500;0,896944;10,799587;1039,615439;-3,907985E-14;0,010388
33600;0,894274;10,871741;1040,713646;-5,506706E-14;0,010446
33700;0,89162;10,949273;1051,254957;-5,329071E-14;0,010415
33800;0,888983;11,026346;1061,796267;-5,329071E-14;0,010385
33900;0,88636;11,104284;1069,418266;-3,375078E-14;0,010383
34000;0,886458;11,182028;1077,022558;-1,776357E-14;0,010382
34100;0,889468;11,252855;1087,032153;-1,776357E-14;0,010352
34200;0,886868;11,322291;1096,947167;-1,953993E-14;0,010322
34300;0,887778;11,392171;1100,70831;-2,131628E-14;0,01035
34400;0,893034;11,462094;1110,693064;-8,88178E-15;0,01032
34500;0,890446;11,535061;1114,732804;-2,309264E-14;0,010348
34600;0,887872;11,608817;1121,969464;-2,4869E-14;0,010347
34700;0,893859;11,683606;1129,306727;-1,953993E-14;0,010346
34800;0,891291;11,763692;1134,006846;-2,131628E-14;0,010374
34900;0,888737;11,844598;1145,087178;-2,131628E-14;0,010344
35000;0,892488;11,922491;1155,920209;-1,776357E-14;0,010314
35100;0,889945;11,999635;1166,723534;-1,598721E-14;0,010285
35200;0,892084;12,074377;1177,335402;-1,776357E-14;0,010256
35300;0,889832;12,147684;1187,848329;-3,55271E-15;0,010227
35400;0,890418;12,215818;1194,585556;2,309264E-14;0,010226
35500;0,891513;12,27816;1200,75666;7,105427E-14;0,010225
35600;0,892655;12,338385;1206,721167;5,151435E-14;0,010225
35700;0,891106;12,395485;1215,711043;4,618528E-14;0,010196
35800;0,892342;12,446615;1224,145067;4,796163E-14;0,010168
35900;0,897359;12,494609;1228,921782;5,151435E-14;0,010167
36000;0,894867;12,540457;1236,866987;5,506706E-14;0,010139
36100;0,892388;12,586996;1238,121422;4,973799E-14;0,010166
36200;0,892437;12,631239;1242,529491;7,638334E-14;0,010166
36300;0,894685;12,679197;1237,24424;9,414691E-14;0,010248
36400;0,893535;12,738149;1229,890282;1,1013412E-13;0,010357
36500;0,89839;12,799647;1239,223136;1,0480505E-13;0,010329
36600;0,895935;12,860304;1248,506956;1,030287E-13;0,010301
36700;0,898784;12,92268;1254,662322;1,1546319E-13;0,0103
36800;0,896341;12,983764;1260,692681;1,0835777E-13;0,010299
36900;0,895673;13,047856;1263,689984;1,2612134E-13;0,010325
37000;0,895375;13,11368;1270,173168;1,2434498E-13;0,010324
37100;0,9033;13,17598;1279,656655;1,2434498E-13;0,010296
37200;0,900872;13,240647;1282,687712;1,1901591E-13;0,010323
37300;0,898457;13,307026;1292,583545;1,1901591E-13;0,010295
37400;0,896054;13,37305;1302,479379;1,1901591E-13;0,010267
37500;0,898537;13,436715;1308,770908;1,1723955E-13;0,010267
37600;0,897746;13,505031;1312,116741;1,2789769E-13;0,010293
37700;0,898698;13,578035;1305,846697;1,2789769E-13;0,010398
37800;0,897436;13,655201;1316,751569;1,2079227E-13;0,01037
37900;0,898407;13,725591;1327,040562;9,237056E-14;0,010343
38000;0,898775;13,790057;1336,791253;1,2079227E-13;0,010316
38100;0,905209;13,850837;1339,382936;1,2256862E-13;0,010341
38200;0,902839;13,91528;1345,730853;1,1901591E-13;0,01034
38300;0,900482;13,98096;1352,198879;1,2256862E-13;0,010339
38400;0,903105;14,056888;1349,461204;9,769963E-14;0,010417
38500;0,900759;14,133782;1356,984026;9,237056E-14;0,010416
38600;0,900267;14,210457;1367,889366;7,81597E-14;0,010389
38700;0,904093;14,282863;1378,420897;5,506706E-14;0,010362
38800;0,901763;14,354823;1382,052443;4,263256E-14;0,010387
38900;0,904824;14,428662;1385,864104;3,019807E-14;0,010411
