Tempo;Erro Little 60;Erro Little 80;Erro Little 95;Erro Little 99
30800;-2,195628856505E-08;-6,010787334532E-08;1,3151419153701E-07;1,7440720512241E-07
30900;-1,697144758062E-08;-5,782891454587E-08;1,3643949614561E-07;1,7461188406287E-07
31000;-2,590222769605E-08;-6,369336125189E-08;1,3607455784381E-07;1,729133742856E-07
31100;-3,159973105404E-08;-5,208370001952E-08;1,2702989948821E-07;1,7593346512967E-07
31200;-3,857744723668E-08;-5,220307697229E-08;1,3513902175077E-07;1,6459257778934E-07
31300;-2,893688999528E-08;-3,420684668853E-08;1,3105026397398E-07;1,5532523889306E-07
31400;-3,129606573893E-08;-4,538439402069E-08;1,2776163060835E-07;1,5696585364822E-07
31500;-4,273584375269E-08;-5,394243673962E-08;1,2516228409254E-07;1,5165552724739E-07
31600;-1,987532294301E-08;-4,000900011292E-08;1,296640981252E-07;1,5007987030913E-07
31700;-1,451405862163E-08;-4,602033865098E-08;1,2765475077003E-07;1,4774384737848E-07
31800;-9,84863945952E-09;-3,791450220447E-08;1,262819715464E-07;1,6258009338799E-07
31900;-1,480771616436E-08;-3,167093343137E-08;1,1583414405436E-07;1,5409486309181E-07
32000;-1,010307726368E-08;-4,032365863438E-08;1,1497961338591E-07;1,4229958367196E-07
32100;-2,821950007004E-08;-4,630528893657E-08;1,1403279387423E-07;1,487057659233E-07
32200;-3,459935471462E-08;-4,65948675199E-08;1,2100219137778E-07;1,6119356871513E-07
32300;-3,780021384792E-08;-5,116928836202E-08;1,1136053146288E-07;1,6557690685204E-07
32400;-4,001861930725E-08;-6,538110097765E-08;1,0029744501594E-07;1,6492748500241E-07
32500;-3,380833435429E-08;-6,595478652116E-08;1,0540373551748E-07;1,7032195387401E-07
32600;-3,445406138169E-08;-5,978137718188E-08;1,1896381124643E-07;1,7311573685674E-07
32700;-4,379809870336E-08;-6,711048472496E-08;1,0490148838471E-07;1,695708817806E-07
32800;-4,196196745632E-08;-6,916191042095E-08;1,0756571100501E-07;1,6014368497963E-07
32900;-4,226057548351E-08;-5,325615726193E-08;1,0696486896222E-07;1,5286732946151E-07
33000;-3,134997572651E-08;-6,517136519335E-08;1,1670741173475E-07;1,6480824172049E-07
33100;-3,037789664262E-08;-5,710310313489E-08;1,2052734632562E-07;1,5881951753727E-07
33200;-2,174213342698E-08;-6,085155535018E-08;1,2309526908894E-07;1,804104385883E-07
33300;-1,974806274063E-08;-5,833299665525E-08;1,2174372798768E-07;1,7806095797823E-07
33400;-3,024956618525E-08;-6,62598771406E-08;1,187134799352E-07;1,7763156279216E-07
33500;-3,607251075621E-08;-6,948587571998E-08;1,2520168368724E-07;1,9145628016304E-07
33600;-3,749452193169E-08;-7,10363954326E-08;1,2834529172778E-07;1,8413719260479E-07
33700;-3,542031179471E-08;-6,630518978312E-08;1,4036469053735E-07;1,9540462403711E-07
33800;-3,265891534987E-08;-7,448890704254E-08;1,5097516126161E-07;1,9226196457112E-07
33900;-3,970591633262E-08;-8,164743325878E-08;1,5151665166968E-07;1,8315490990517E-07
34000;-4,252797580762E-08;-1,0063316180364E-07;1,6149452619629E-07;1,7642669547513E-07
34100;-4,05935400849E-08;-9,752521723527E-08;1,7024255782871E-07;1,8527333622842E-07
34200;-4,00447766058E-08;-9,371859466256E-08;1,6191401996934E-07;1,8767241272144E-07
34300;-4,854381252528E-08;-8,536735629505E-08;1,5363484351383E-07;1,7991563083797E-07
34400;-6,106338812373E-08;-7,687740710693E-08;1,5527175634134E-07;1,6780256828497E-07
34500;-5,564830618532E-08;-8,644134208424E-08;1,6529271462673E-07;1,6025241222906E-07
34600;-5,701267302705E-08;-8,414230201481E-08;1,7612904912312E-07;1,5980057810339E-07
34700;-4,644305384716E-08;-8,163877573963E-08;1,8455897432545E-07;1,5643382766939E-07
34800;-4,05617628374E-08;-8,647105120829E-08;1,7912599403758E-07;1,640420066451E-07
34900;-3,967713757547E-08;-8,051914424101E-08;1,8572669802097E-07;1,531457769488E-07
35000;-4,0357815978E-08;-9,085134333731E-08;1,9741148093999E-07;1,5032087219424E-07
35100;-3,786779911863E-08;-9,795267219559E-08;1,9101182147097E-07;1,4712971108111E-07
35200;-4,047430923748E-08;-1,2320176168146E-07;1,9307379517386E-07;1,401237312848E-07
35300;-3,434391193657E-08;-1,0941941885889E-07;1,9321702282582E-07;1,588334725966E-07
35400;-3,599428577417E-08;-1,1550560374829E-07;1,8818646196905E-07;1,480514697505E-07
35500;-3,902735778993E-08;-9,822229118939E-08;1,7661012208237E-07;1,5441285938778E-07
35600;-4,487595783864E-08;-1,0551100393386E-07;1,8025249914899E-07;1,4983574203598E-07
35700;-6,13328272614E-08;-1,0116201165644E-07;1,9205597823202E-07;1,5710234890776E-07
35800;-6,145157227522E-08;-1,1781621767071E-07;2,0004981493571E-07;1,5805218822607E-07
35900;-5,629939625607E-08;-1,1718055104026E-07;1,9670267903393E-07;1,6883583953131E-07
36000;-4,997305613763E-08;-1,2053785969357E-07;1,9076733792645E-07;1,6828138882374E-07
36100;-5,62233490875E-08;-1,3013593802569E-07;2,0601682848564E-07;1,5675688302963E-07
36200;-4,110188278617E-08;-1,2265908111431E-07;2,0444758419558E-07;1,6492619181463E-07
36300;-2,822405353875E-08;-1,165158942662E-07;1,990424216558E-07;1,5161863586854E-07
36400;-2,514936037201E-08;-1,1433934909988E-07;2,0093574804037E-07;1,400296838483E-07
36500;-2,267888898899E-08;-1,171355279439E-07;2,0882675499934E-07;1,3486273076069E-07
36600;-1,778729741275E-08;-1,0955072582419E-07;2,0605842010468E-07;1,3301786339071E-07
36700;-2,200579896083E-08;-1,2178059671797E-07;2,159670273727E-07;1,436477958805E-07
36800;-2,059252812714E-08;-1,2648989278219E-07;2,1913451675459E-07;1,3981802737817E-07
36900;-2,762583428684E-08;-1,2895655654432E-07;2,1739645106322E-07;1,3740746851454E-07
37000;-2,399748066928E-08;-1,3142229615681E-07;2,0998178840159E-07;1,3456559599945E-07
37100;-1,87154844955E-08;-1,3282576061258E-07;2,1394841098754E-07;1,241985927436E-07
37200;-4,107965190236E-08;-1,3645176233368E-07;1,9717248278539E-07;1,0778428816138E-07
37300;-4,786312635119E-08;-1,2272828131543E-07;1,9619503532908E-07;9,037874804108E-08
37400;-5,429931326795E-08;-1,1602809335542E-07;1,9420637542567E-07;1,0158358065837E-07
37500;-4,936558406499E-08;-8,589640732026E-08;1,9140311025012E-07;1,0346305145958E-07
37600;-5,21476157811E-08;-7,476445551546E-08;1,8153698633228E-07;1,1460755899861E-07
37700;-3,308373197619E-08;-9,601934181092E-08;1,9630160608131E-07;1,1411545131068E-07
37800;-1,891535106324E-08;-9,530001054969E-08;2,0850978899034E-07;1,4132957915081E-07
37900;-2,00908272241E-08;-1,0093793401111E-07;2,0569146386151E-07;1,4395894254449E-07
38000;1,18483467482E-09;-1,0509536529923E-07;1,9589828070821E-07;1,4973331019519E-07
38100;1,202355837115E-08;-1,097257578131E-07;2,1384581572192E-07;1,080331344383E-07
38200;1,895240187011E-08;-7,766827403444E-08;2,2157266243994E-07;1,1012184586434E-07
38300;2,816009603279E-08;-8,775755944157E-08;2,388198616643E-07;1,0183882181991E-07
38400;1,301227392503E-08;-8,947051943764E-08;2,4346583415991E-07;9,892480079543E-08
38500;1,668116689224E-08;-1,0267023009547E-07;2,4993520142402E-07;9,944484702373E-08
38600;-2,295114609474E-08;-1,167515422118E-07;2,6151589338497E-07;9,159974467821E-08
38700;-1,835918395088E-08;-1,1032993496585E-07;2,7407310909666E-07;1,1888067774635E-07
38800;-4,19200496538E-09;-1,2222217682378E-07;2,6352179460787E-07;1,1843343372675E-07
38900;-6,62948740349E-09;-1,2163986928826E-07;2,5239679857236E-07;1,0836005515102E-07
39000;-1,591925768984E-08;-1,2318730879812E-07;2,59283755355E-07;1,1217380802009E-07
39100;-1,863482901321E-08;-1,3440715118662E-07;2,7279950387538E-07;1,0711322318002E-07
39200;-1,956425976779E-08;-1,2336600141438E-07;2,7882120789968E-07;9,261681555017E-08
39300;-3,940522241841E-08;-1,4005491077995E-07;2,6066748404219E-07;8,153541841693E-08
39400;-5,556869187018E-08;-1,5260742136647E-07;2,6238425476777E-07;8,107295457194E-08
39500;-4,47592816144E-08;-1,5027414690394E-07;2,641533995984E-07;9,923944332968E-08
39600;-4,504701944796E-08;-1,3099146967122E-07;2,6248898876702E-07;1,014742707639E-07
39700;-3,124659686549E-08;-1,1545864575524E-07;2,4651085439586E-07;1,2813463001748E-07
39800;-4,20350318997E-08;-1,1945485089981E-07;2,6420284271467E-07;1,2630630408239E-07
39900;-4,438597778211E-08;-1,0292865892936E-07;2,6395591135042E-07;1,1080292949828E-07
40000;-3,890887700919E-08;-8,40798262125E-08;2,5886379617646E-07;1,1158357438035E-07
40100;-2,308213598035E-08;-8,50123100804E-08;2,5077829235443E-07;1,0427227437049E-07
40200;-1,008098049482E-08;-8,296447351341E-08;2,6760047333596E-07;1,1194678961601E-07
40300;8,62438920279E-09;-8,870668821714E-08;2,8470989477114E-07;1,1972569780028E-07
40400;1,329126253502E-08;-9,606453188482E-08;2,8177355559933E-07;1,3636791607041E-07
40500;1,300479035571E-08;-1,0714034281989E-07;2,5867144870517E-07;1,4512346524498E-07
40600;2,263659348856E-08;-1,0895630619956E-07;2,4908047180361E-07;1,4165307504754E-07
40700;1,551493622465E-08;-9,689923263778E-08;2,5145429205509E-07;1,3775999718746E-07
40800;1,195942234133E-08;-9,816307278143E-08;2,5158159999705E-07;1,425272699862E-07
40900;1,166139340647E-08;-9,984079518688E-08;2,5530238190186E-07;1,3814131705203E-07
41000;2,99555868999E-09;-9,40567463914E-08;2,6441702516422E-07;1,4845306850475E-07
41100;-1,201864763267E-08;-9,475939855008E-08;2,550416304814E-07;1,3709318125166E-07
41200;3,82761156104E-09;-8,500917347831E-08;2,6882609915901E-07;1,2037108376717E-07
41300;1,265384397264E-08;-7,432888793346E-08;2,9977760362954E-07;1,2244073843704E-07
41400;2,009411370629E-08;-7,915580502171E-08;2,843403485997E-07;1,3777582807961E-07
41500;2,619640548929E-08;-7,126505296995E-08;2,8868305079754E-07;1,4554254335053E-07
41600;4,851814194851E-08;-5,95341425047E-08;2,6241541561944E-07;1,3005285381951E-07
41700;6,23698905855E-08;-4,687382260116E-08;2,4257080255552E-07;1,2408568750288E-07
41800;6,897594251321E-08;-3,534558645768E-08;2,3900919998709E-07;1,1937986243993E-07
41900;6,943120944847E-08;-4,868543035386E-08;2,520045221388E-07;9,424350366771E-08
42000;5,805222769162E-08;-4,641977557895E-08;2,9040386451129E-07;1,1007342948233E-07
42100;5,3136500755E-08;-3,888350841308E-08;2,9687218372487E-07;1,1597377636008E-07
42200;5,064201613614E-08;-3,832043882213E-08;3,1928012944604E-07;1,2614465561001E-07
42300;4,300903477805E-08;-4,307321788133E-08;3,1417800983036E-07;1,4612180621043E-07
42400;4,182199275782E-08;-7,214399122546E-08;3,1946076717304E-07;1,6034026373291E-07
42500;2,93640218807E-08;-6,841646627009E-08;2,8854931599653E-07;1,74799282604E-07
42600;2,124484277388E-08;-7,953368674762E-08;2,8828367604206E-07;1,757968561833E-07
42700;-4,73895722664E-09;-1,1911320108027E-07;2,8026157750105E-07;1,6162881877335E-07
42800;1,162497298424E-08;-1,1861609738872E-07;2,6264508790064E-07;1,6958874482498E-07
42900;3,479934651551E-08;-1,2249576109014E-07;2,747013922999E-07;1,628039001389E-07
43000;4,391817287619E-08;-1,2696553275404E-07;2,7053022577661E-07;1,6339495800821E-07
43100;4,490178540095E-08;-1,191112817267E-07;2,8129781526331E-07;1,5495614036354E-07
43200;5,814731762754E-08;-1,1161829904793E-07;2,7104282551704E-07;1,5556177856979E-07
43300;4,582421309074E-08;-1,1788595521978E-07;2,7368038502118E-07;1,7218839332145E-07
43400;5,40877975741E-08;-1,2971947604967E-07;2,7842395411426E-07;1,5239572803694E-07
43500;4,054102942241E-08;-1,4389264935133E-07;2,9850074056981E-07;1,5675257714065E-07
43600;4,348428261913E-08;-1,5046923085293E-07;2,8066143187289E-07;1,5551427168248E-07
43700;3,895161748702E-08;-1,530840294528E-07;2,5780036949641E-07;1,5497325023262E-07
43800;2,797229714524E-08;-1,5720897428295E-07;2,6222413396226E-07;1,4646231250026E-07
43900;2,01770467001E-08;-1,6357553578317E-07;2,5881123733029E-07;1,7031376842169E-07
44000;4,30479651925E-08;-1,410568573057E-07;2,7471557828562E-07;1,5130240171857E-07
44100;5,269281455611E-08;-1,4645718993123E-07;2,5856105523303E-07;1,3010394184221E-07
44200;7,101507182306E-08;-1,6950024761542E-07;2,4860632663604E-07;1,0974916619944E-07
44300;6,59144965276E-08;-1,5608929482269E-07;2,4051282920823E-07;1,3468928727889E-07
44400;7,212202146611E-08;-1,6681400794027E-07;2,4391095365672E-07;1,0846628129002E-07
44500;8,238242354963E-08;-1,5497684646704E-07;2,4777935436759E-07;8,855663224949E-08
44600;8,837849407861E-08;-1,5146716592085E-07;2,4370552154096E-07;1,001977523174E-07
44700;1,047163444845E-07;-1,5347027737533E-07;2,0459774319193E-07;1,1167976765591E-07
44800;9,575446013876E-08;-1,6868168861706E-07;1,7860640255662E-07;1,1647087205802E-07
44900;1,0231181968301E-07;-1,7515167138882E-07;1,8612833940779E-07;1,1325037974075E-07
45000;1,0704841302278E-07;-1,8125089784604E-07;1,5417364807035E-07;9,727563110573E-08
45100;1,0124372207265E-07;-2,0109912135524E-07;1,5902467964679E-07;8,102517767838E-08
45200;9,245915344458E-08;-2,015828606261E-07;1,4085439303813E-07;7,462581663731E-08
45300;1,0745629297482E-07;-1,670115477026E-07;1,4302701956126E-07;6,535132968111E-08
45400;1,0739066946819E-07;-1,6696684346229E-07;1,2705972451954E-07;6,012015774104E-08
45500;1,0268117622836E-07;-1,8721078731687E-07;1,1152068069009E-07;6,523848128381E-08
45600;1,1104927710726E-07;-1,643312659283E-07;1,1228841501065E-07;5,807524416923E-08
45700;1,2287724238114E-07;-1,7217542991332E-07;1,2439553742638E-07;6,215449843694E-08
45800;1,4303170892127E-07;-1,5015400611773E-07;1,2129894955137E-07;6,749112912985E-08
45900;1,451409890052E-07;-1,4347034316131E-07;1,0796596683349E-07;6,800914320593E-08
46000;1,6164120619777E-07;-1,4458583530441E-07;1,2097296320235E-07;7,748586483558E-08
46100;1,6487290843692E-07;-1,4946406334815E-07;1,3025798040189E-07;6,716031464293E-08
46200;1,5347030624113E-07;-1,4182039409505E-07;1,4038054274579E-07;6,069799951547E-08
46300;1,4325627573086E-07;-1,3151095235031E-07;1,5208467019079E-07;6,146322562017E-08
46400;1,163195284537E-07;-1,4803299785981E-07;1,226291601597E-07;6,711955791161E-08
46500;9,708659409746E-08;-1,5693696031605E-07;1,1370318375725E-07;7,152608816341E-08
46600;1,085459699901E-07;-1,6020708137887E-07;1,3211221983056E-07;7,220776865324E-08
46700;8,641029647372E-08;-1,9208892387823E-07;1,2280490579997E-07;3,992458630364E-08
46800;9,260393984967E-08;-1,8376364874229E-07;1,2788922276741E-07;3,464268161224E-08
46900;9,85443064927E-08;-1,6721176931966E-07;1,2553589101572E-07;4,156302679803E-08
47000;7,925347000892E-08;-1,8402838275478E-07;1,1709071401356E-07;3,16644417353E-08
47100;7,06987193233E-08;-1,7963134713028E-07;1,3766553053074E-07;2,666278930974E-08
47200;9,182975269084E-08;-1,7254224138341E-07;1,2923601744319E-07;8,82863560037E-09
47300;5,908096722962E-08;-1,8223709563614E-07;1,2031316387606E-07;2,536519616569E-08
47400;5,688589954644E-08;-1,7984002598226E-07;1,2962668805017E-07;7,67708741023E-09
47500;5,718905815577E-08;-1,7958234144189E-07;1,3834175405236E-07;8,32777402593E-09
47600;6,119906026392E-08;-1,7688832976148E-07;1,4793086577924E-07;1,93075493371E-08
47700;6,707665201056E-08;-1,7215464875875E-07;1,2641866575791E-07;1,517786074601E-08
47800;5,715038930987E-08;-1,8742480545342E-07;1,1136385325017E-07;1,013451367271E-08
47900;6,840183153223E-08;-1,6114102763254E-07;1,0112369963622E-07;1,44430742921E-08
48000;5,0405130958E-08;-1,6031839633612E-07;1,0707878672633E-07;5,06879871409E-09
48100;3,874253384772E-08;-1,6130473845521E-07;9,111795762351E-08;-2,27674945563E-09
48200;3,218511746006E-08;-1,8140927782184E-07;8,028838394125E-08;6,29157170806E-09
48300;2,714816194072E-08;-1,8573497095886E-07;9,035811032732E-08;1,444288955099E-08
48400;2,838029922181E-08;-1,9294207431741E-07;8,803279172298E-08;2,790650910356E-08
48500;3,162659778511E-08;-1,8739865703665E-07;7,041024474574E-08;2,052145475773E-08
48600;4,5495335943E-08;-1,667908930969E-07;8,259286587986E-08;1,611005018276E-08
48700;4,434813649645E-08;-1,8112681399174E-07;7,945239133278E-08;1,061688692516E-08
48800;4,641580253484E-08;-1,6946295078313E-07;8,920240190946E-08;1,723863363168E-08
48900;8,030972176165E-08;-1,5553880272634E-07;1,0010839801566E-07;2,24366800694E-08
49000;9,784051102635E-08;-1,6512446165962E-07;7,683679825732E-08;1,956580319984E-08
49100;1,3406748800016E-07;-1,704643324274E-07;6,00230620762E-08;1,578099784183E-08
49200;1,3916308150286E-07;-1,4020701977202E-07;5,166937100398E-08;2,200599169555E-08
49300;1,2525351777981E-07;-1,4230215361621E-07;4,532072139796E-08;1,81535426691E-08
49400;1,2451670960978E-07;-1,460446301671E-07;3,323259889498E-08;2,322758518858E-08
49500;1,0913705938975E-07;-1,6202940233967E-07;3,536816706173E-08;2,661693088157E-08
49600;1,0278734863256E-07;-1,6051710538534E-07;4,265904252065E-08;3,272248250141E-08
49700;1,0109787518253E-07;-1,5955570686899E-07;3,157249039987E-08;5,68628877318E-09
49800;9,682293145019E-08;-1,3614913907389E-07;2,610202542996E-08;6,68123334435E-09
49900;1,0246774362344E-07;-1,5889838245187E-07;1,512757918931E-08;-7,1614181252E-10
50000;1,0540094175226E-07;-1,5494722394038E-07;6,38356212335E-09;1,106252511818E-08
50100;1,0600177002829E-07;-1,6580489958784E-07;9,16344333746E-09;1,777961244898E-08
50200;8,201568491017E-08;-1,5368171490948E-07;1,5533565545E-09;1,470840516049E-08
50300;7,089281606198E-08;-1,3511266017119E-07;7,47825623648E-09;1,272002236874E-08
50400;8,003061990891E-08;-1,4101107081999E-07;1,023682116852E-08;2,254265041302E-08
50500;9,393970490379E-08;-1,3611630622634E-07;1,976318486641E-08;2,10884252283E-08
50600;8,854096122946E-08;-1,260889459509E-07;8,54727133515E-09;2,067795890071E-08
50700;9,961390956548E-08;-1,1457151671834E-07;9,2356309267E-09;1,0760004443E-08
50800;1,0747967360558E-07;-1,0175713072158E-07;2,234179063976E-08;8,15887801764E-09
50900;1,0746066170242E-07;-1,0915723214211E-07;3,860846931047E-08;2,392468445578E-08
51000;8,595874745332E-08;-1,2279933248038E-07;2,965934342569E-08;2,921377983967E-08
51100;1,0751963253064E-07;-1,447083350925E-07;2,735209747584E-08;4,96939378536E-09
51200;1,2237201185705E-07;-1,3549697230886E-07;1,68507412468E-08;-6,20541129592E-09
51300;1,2487831368979E-07;-1,4276556425941E-07;1,275441618986E-08;-1,082294431853E-08
51400;1,2432768725645E-07;-1,5452000834415E-07;4,51143478131E-09;-2,100384222103E-08
51500;1,4461848696357E-07;-1,3388145303495E-07;4,44218883899E-09;-1,690662543297E-08
51600;1,4762980127259E-07;-1,3275687438252E-07;9,22630505329E-09;-1,259903115169E-08
51700;1,2573497043533E-07;-1,2655459213917E-07;2,372902940806E-08;-1,736503918437E-08
51800;1,1909638608643E-07;-1,1458792936736E-07;2,274261134971E-08;7,50648609937E-09
51900;1,2379584468647E-07;-1,0826003427056E-07;2,601784387934E-08;3,05769276565E-09
52000;1,3326884529263E-07;-1,0835151176281E-07;2,348209093839E-08;2,07150208098E-09
52100;1,3400174969647E-07;-9,938134448717E-08;2,738230264754E-08;-1,428246321211E-08
52200;1,3305579815714E-07;-8,75079786411E-08;2,82092287307E-08;9,35401089919E-09
52300;1,1232638885694E-07;-1,0821294971208E-07;2,239653085212E-08;9,6393648619E-10
52400;1,210652884609E-07;-1,0679814099745E-07;2,024149736712E-08;8,71716565598E-09
52500;1,3525412523308E-07;-1,3422847144895E-07;-1,073274447094E-08;1,678603211985E-08
52600;1,3803384080191E-07;-9,55355345944E-08;-2,256585318605E-08;-1,827920925734E-08
52700;1,2623482503749E-07;-1,1345287864728E-07;-5,832127669692E-08;-2,9585436323E-09
52800;8,440444010382E-08;-9,381448018431E-08;-7,15971459897E-08;3,259712855197E-08
52900;8,789860928005E-08;-8,687442054622E-08;-5,997592822382E-08;4,31596731687E-08
53000;1,1684408218748E-07;-6,379215733432E-08;-5,023339255672E-08;1,841874563979E-08
53100;1,3914451502117E-07;-6,619576486955E-08;-4,430118138998E-08;-6,37834318695E-09
53200;1,5883850434939E-07;-7,843301652599E-08;-5,245883016869E-08;-5,588735518813E-08
53300;1,615000388977E-07;-9,02267669467E-08;-5,812480807776E-08;-5,236674383013E-08
53400;1,7418753528453E-07;-1,0272962702729E-07;-5,946822057012E-08;-6,175351074944E-08
53500;1,6756276166596E-07;-1,0506226066909E-07;-3,323702557623E-08;-4,45091217216E-08
53600;1,8412349200858E-07;-1,2320622788664E-07;-8,89240325819E-09;-3,026744366252E-08
53700;2,139801671408E-07;-1,3270303256263E-07;-2,03510168717E-08;-4,255106489381E-08
53800;2,1102848735133E-07;-1,4596582031956E-07;-2,11503348169E-09;-4,367350925349E-08
53900;2,4271210263827E-07;-1,352031224755E-07;5,82264547688E-09;-2,713136382226E-08
54000;2,3176117758261E-07;-1,3870684467676E-07;-2,140486898838E-08;-3,565413919659E-08
54100;2,4299891032697E-07;-1,5987388435335E-07;-4,462482294798E-08;1,260173121409E-08
54200;2,4401942821939E-07;-1,470950530269E-07;-2,216131633759E-08;1,558007056701E-08
54300;2,8101643101408E-07;-1,4185195285066E-07;-3,149020599835E-08;-2,04137933224E-08
54400;2,9153656955216E-07;-1,6273317360316E-07;-3,944111526266E-08;-3,063756537358E-08
54500;2,8875552726682E-07;-1,7739067281752E-07;-3,409939353105E-08;-2,835658108324E-08
54600;2,7648361555777E-07;-2,0492835606234E-07;7,6662480808E-09;-6,60497789795E-09
54700;2,8549510311393E-07;-2,1000372685265E-07;3,17284332141E-09;-1,65408664543E-09
54800;2,9090278630406E-07;-2,0906938935639E-07;2,310522262405E-08;3,333434506203E-08
54900;2,9118926936356E-07;-2,0329195216107E-07;-1,48902046249E-09;1,08011448674E-08
55000;3,0848363041791E-07;-1,9853343635745E-07;-2,554857303494E-08;-3,076729626628E-08
55100;3,0310033327652E-07;-2,2533949861625E-07;-4,952461196694E-08;-2,088049200211E-08
55200;3,4388380432127E-07;-2,2731234539108E-07;-6,936452123796E-08;-4,173470813384E-08
55300;3,4405344706556E-07;-2,6594480173614E-07;-6,330486357342E-08;-4,115915430702E-08
55400;3,6008411985478E-07;-2,3343899657746E-07;-6,660219753485E-08;-3,246634605603E-08
55500;3,8261703516618E-07;-2,4677791410355E-07;-1,2204508337277E-07;-3,594675490604E-08
55600;3,4958725447787E-07;-2,426604432948E-07;-1,5174312650856E-07;-4,488059346386E-08
55700;3,7716674938792E-07;-2,4957829847239E-07;-1,77095607512E-07;2,622169859023E-08
55800;3,8478455377522E-07;-2,4644048224332E-07;-1,7566383903045E-07;-7,8746609233E-10
55900;4,0059913009038E-07;-2,4680120436216E-07;-1,7679735719867E-07;7,35148830699E-09
56000;3,8020117121285E-07;-2,7285908243968E-07;-1,7790765483028E-07;-2,98449265301E-09
56100;3,8722881456899E-07;-2,5651400870075E-07;-1,870707251328E-07;2,175893598633E-08
56200;4,0748700791404E-07;-2,450834326595E-07;-1,8533472712079E-07;1,881682010207E-08
56300;4,2170456060475E-07;-2,6007582665244E-07;-1,9014743557477E-07;1,425851792192E-08
56400;4,3042956665573E-07;-2,7839037608501E-07;-1,8995119788201E-07;-7,40654115816E-09
56500;4,4019474021439E-07;-2,729729917661E-07;-2,0887615548304E-07;2,204062354849E-08
56600;4,1516803817032E-07;-2,4590848290984E-07;-2,0667942024488E-07;3,567248541003E-08
56700;4,227649950117E-07;-2,2389654574795E-07;-2,0428877434142E-07;2,485542438535E-08
56800;4,0498248243814E-07;-2,0447715387562E-07;-2,0349205698267E-07;-3,52939366621E-09
56900;4,3127790916309E-07;-1,8819006797344E-07;-1,9448160060165E-07;2,08298445159E-09
57000;4,3003807204123E-07;-1,8039587468266E-07;-2,0074703144246E-07;3,772473178287E-08
57100;4,1812209650161E-07;-2,0169637826584E-07;-2,3518017755464E-07;6,2159188019E-08
57200;4,0947620205678E-07;-2,2829373191868E-07;-2,7172728067626E-07;5,744155373577E-08
57300;4,1561851715777E-07;-2,2081151884734E-07;-2,269477725747E-07;4,568246936287E-08
57400;4,1393276140056E-07;-1,6673989700067E-07;-2,228388069625E-07;4,860696378728E-08
57500;4,3874249922027E-07;-1,8707576954213E-07;-2,3642471091989E-07;4,571599276915E-08
57600;4,349827853467E-07;-1,668942051225E-07;-2,684163540323E-07;2,111040942054E-08
57700;4,5203915477465E-07;-1,6542335679048E-07;-2,771203320151E-07;4,769623274115E-08
57800;4,6160511790738E-07;-1,7531321327979E-07;-3,0399271722104E-07;2,343035987451E-08
57900;4,3387778880799E-07;-1,4399719283631E-07;-3,0377626814015E-07;6,63717969474E-09
58000;4,5000036208442E-07;-1,3425280398494E-07;-2,832705199296E-07;3,911097223863E-08
58100;5,0003241303109E-07;-1,4451682517347E-07;-2,602313315947E-07;4,184191482182E-08
58200;4,8777827132973E-07;-1,2501499258022E-07;-2,3532123449854E-07;2,320348357898E-08
58300;4,7094033428507E-07;-1,3210142757458E-07;-2,13991746989E-07;2,800557297178E-08
58400;4,863334326366E-07;-1,4417031746206E-07;-2,0990187721281E-07;3,53589371116E-08
58500;4,7791804913544E-07;-1,4517424684612E-07;-1,8548632496618E-07;3,447807728207E-08
58600;4,9019684889018E-07;-1,3762061179534E-07;-1,832735598839E-07;2,044288294201E-08
58700;4,6923171881375E-07;-1,2304941554575E-07;-1,9698053321804E-07;1,72665863829E-08
58800;4,975057532608E-07;-1,1762762097689E-07;-1,9891749047929E-07;1,783537584288E-08
58900;5,3148715362106E-07;-1,2545692484878E-07;-1,8776395194209E-07;1,54741002234E-08
59000;5,1923880728388E-07;-1,2178038311106E-07;-2,1657282189835E-07;8,78665673554E-09
59100;5,3518891696136E-07;-9,602413975074E-08;-2,2071017369285E-07;3,731290121323E-08
59200;5,32659957031E-07;-1,0187361265679E-07;-2,1492970603276E-07;5,19905256624E-08
59300;5,2340214273805E-07;-5,216735488034E-08;-2,0640492692792E-07;3,871201670336E-08
59400;5,0771912563086E-07;-2,87403629784E-08;-2,2824269052535E-07;1,356222867344E-08
59500;4,951221361793E-07;-2,982210789426E-08;-2,7140871949882E-07;7,14251768841E-09
59600;4,9275018199069E-07;-3,363296974257E-08;-2,8212949487738E-07;1,625163292829E-08
59700;4,8529387730589E-07;-4,490738803042E-08;-2,9507229015735E-07;6,32900309938E-09
59800;4,9848731364932E-07;-2,787813624394E-08;-2,9787415201099E-07;3,454138663983E-08
59900;5,2388520299651E-07;-3,820427307843E-08;-2,9855015881708E-07;-4,08677180985E-09
60000;4,9445019856265E-07;-5,938205349665E-08;-3,0082133761766E-07;-4,77484718E-12
60100;4,7378047773883E-07;-8,090892356094E-08;-2,7995889695376E-07;2,120438580278E-08
60200;4,6166479084064E-07;-5,344797981977E-08;-2,8073629465553E-07;9,42566202866E-09
60300;4,7662561364348E-07;-2,867051485111E-08;-2,9996525441334E-07;6,96306301506E-09
60400;5,0335800882984E-07;1,084152856379E-08;-2,7833054616622E-07;3,53080054083E-09
60500;4,7441814876592E-07;9,65908064643E-09;-2,8865148848922E-07;7,44564943034E-09
